Z,ion_charge,nele,parent_config,level_config,J,parity,term,level_meV,level_eV,has_nist_level,parent_config_id,element,E_nist_hartree,E_fac_hartree,E_pinn_hartree,ΔE_PINN_meV,ΔE_FAC_meV,ΔE_PINN_FAC_meV,E_nist_meV
11,10,1,1s1,6s1,0.5,0,2S,1600558.6215522108,1600.5586215522108,True,28115158,Z11,-1.6805555555555556,-1.6836157623816268,-1.6988333463668823,-497.3640254903824,-83.27246993683302,-414.09155555354937,-45730.246330063164
11,10,1,1s1,7s1,0.5,0,2S,1612691.1358846766,1612.6911358846767,True,28115158,Z11,-1.2346938775510203,-1.2366410074004004,-1.2461868524551392,-312.7397792314242,-52.9841024025732,-259.75567682885105,-33597.731997597424
11,10,1,1s1,8s1,0.5,0,2S,1620565.6043216134,1620.5656043216134,True,28115158,Z11,-0.9453125,-0.9466269659010066,-0.9554125666618347,-274.83681504541113,-35.76843933947094,-239.0683757059402,-25723.263560660533
11,10,1,1s1,9s1,0.5,0,2S,1625964.3139578016,1625.9643139578016,True,28115158,Z11,-0.7469135802469136,-0.747842253093605,-0.7506107687950134,-100.6056256065889,-25.270475527480965,-75.33515007910795,-20324.55392447252
11,10,1,1s1,10s1,0.5,0,2S,1629825.9792034514,1629.8259792034514,True,28115158,Z11,-0.605,-0.6056801976573314,-0.6088535785675049,-104.86121482963699,-18.509121177261054,-86.35209365237594,-16462.88867882274
12,11,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,Z12,-72.0,-72.1384777039582,-71.51527404785156,13190.06510736543,-3768.1702888642135,16958.235396229644,-1959219.809711136
12,11,1,1s1,2s1,0.5,0,2S,1469414.857283352,1469.414857283352,True,28115158,Z12,-18.0,-18.04329663919234,-17.94550895690918,1482.7768204910874,-1178.1615722159866,2660.938392707074,-489804.952427784
12,11,1,1s1,3s1,0.5,0,2S,1741528.719743232,1741.528719743232,True,28115158,Z12,-8.0,-8.01535445597365,-7.993602275848389,174.09094298478175,-417.81603209601496,591.9069750807968,-217691.089967904
12,11,1,1s1,4s1,0.5,0,2S,1836768.57160419,1836.76857160419,True,28115158,Z12,-4.5,-4.512972433299169,-4.503782749176025,-102.93384890051975,-352.99789305401544,250.06404415349564,-122451.238106946
12,11,1,1s1,5s1,0.5,0,2S,1880851.0173226907,1880.8510173226907,True,28115158,Z12,-2.88,-2.8868056588473827,-2.8977620601654053,-483.3302796853233,-185.1914115545595,-298.1388681307638,-78368.79238844544
12,11,1,1s1,6s1,0.5,0,2S,1904797.03721916,1904.79703721916,True,28115158,Z12,-2.0,-2.0040015274135494,-2.020686149597168,-562.8988066308267,-108.88710802400267,-454.011698606824,-54422.772491976
12,11,1,1s1,7s1,0.5,0,2S,1919235.731961929,1919.235731961929,True,28115158,Z12,-1.469387755102041,-1.471935999067501,-1.4849390983581543,-423.1736079860425,-69.34125079314155,-353.832357192901,-39984.07774920686
12,11,1,1s1,8s1,0.5,0,2S,1928607.0001843995,1928.6070001843996,True,28115158,Z12,-1.125,-1.126721344618024,-1.1394603252410889,-393.4854953778787,-46.84017326350317,-346.6453221143756,-30612.8095267365
12,11,1,1s1,9s1,0.5,0,2S,1935031.9108258134,1935.0319108258134,True,28115158,Z12,-0.8888888888888888,-0.8901056080364558,-0.8967775106430054,-214.6603334997683,-33.108614677333165,-181.55171882243516,-24187.898885322666
12,11,1,1s1,10s1,0.5,0,2S,1939627.6116140247,1939.6276116140248,True,28115158,Z12,-0.72,-0.7208915129376116,-0.7251132726669312,-139.13923752091748,-24.25930288864418,-114.87993463227329,-19592.19809711136
